State,precipitation,Year,Month,precipitation50mm,precipitation_percentage,maxprecipitation1day,maxprecipitation5day,relative_humidity,maxsurfaceairtemperature
Odisha,209.73,1955,10,0.42,197.12,45.32,98.95,86.71,24.77
Odisha,61.89,1955,11,0.18,248.68,33.22,61.48,73.52,20.38
Odisha,0.48,1955,12,0.0,3.41,0.23,0.41,64.16,18.66
Odisha,4.38,1956,1,0.0,24.78,3.71,20.04,56.03,20.72
Odisha,31.25,1956,2,0.03,208.68,18.15,34.89,47.34,21.56
Odisha,4.21,1956,3,0.0,17.42,1.49,2.84,37.52,27.75
Odisha,6.38,1956,4,0.0,19.04,1.71,3.71,41.02,30.91
Odisha,142.23,1956,5,0.32,230.72,44.91,116.91,55.3,31.23
Odisha,276.97,1956,6,0.44,115.18,52.93,154.49,79.92,27.1
Odisha,342.18,1956,7,1.01,92.03,72.95,175.1,85.4,25.89
Odisha,383.89,1956,8,0.41,106.57,47.74,125.01,86.39,25.76
Odisha,261.87,1956,9,0.49,106.48,55.96,100.34,85.38,25.7
Odisha,184.22,1956,10,0.5,173.22,49.86,85.42,84.4,24.4
Odisha,11.85,1956,11,0.0,49.55,6.47,33.6,76.46,21.55
Odisha,1.1,1956,12,0.0,7.68,0.55,0.85,65.96,19.73
Odisha,6.06,1957,1,0.0,33.43,2.81,4.52,61.49,21.3
Odisha,12.6,1957,2,0.0,85.8,7.72,23.31,45.54,22.92
Odisha,33.59,1957,3,0.01,169.25,17.37,27.17,46.54,25.75
Odisha,11.58,1957,4,0.0,36.16,2.69,5.12,41.36,30.61
Odisha,15.55,1957,5,0.0,24.9,3.63,12.49,41.88,32.95
Odisha,159.57,1957,6,0.37,66.62,48.11,130.94,58.98,30.86
Odisha,342.05,1957,7,0.67,92.28,62.4,123.94,84.53,26.35
Odisha,455.23,1957,8,1.49,126.81,88.52,167.77,86.17,26.39
Odisha,186.91,1957,9,0.03,75.36,28.42,75.54,81.06,26.82
Odisha,34.26,1957,10,0.0,30.34,9.02,19.52,72.4,26.05
Odisha,0.17,1957,11,0.0,0.56,0.13,0.55,59.34,22.93
Odisha,0.13,1957,12,0.0,0.86,0.05,0.1,58.58,21.42
Odisha,12.84,1958,1,0.0,70.71,10.36,12.11,56.64,21.8
Odisha,27.01,1958,2,0.02,177.06,18.15,25.15,52.94,23.83
Odisha,10.84,1958,3,0.0,48.19,4.76,7.53,44.82,27.19
Odisha,21.89,1958,4,0.0,73.85,5.47,9.79,49.05,30.31
Odisha,14.8,1958,5,0.0,23.72,3.46,7.52,51.18,31.82
Odisha,147.58,1958,6,0.03,62.1,27.32,77.93,59.93,31.42
Odisha,384.85,1958,7,1.35,103.44,78.4,152.39,84.13,26.44
Odisha,289.49,1958,8,0.36,80.42,49.27,114.74,86.39,26.74
Odisha,289.34,1958,9,0.31,116.99,48.68,100.79,86.64,26.09
Odisha,142.59,1958,10,0.17,136.47,30.95,67.9,82.45,25.44
Odisha,58.26,1958,11,0.1,215.96,23.6,43.45,76.7,22.85
Odisha,0.12,1958,12,0.0,0.9,0.08,0.11,64.31,20.27
Odisha,17.11,1959,1,0.0,97.67,8.66,12.49,63.48,20.9
Odisha,1.72,1959,2,0.0,11.04,0.86,4.42,51.7,23.68
Odisha,2.55,1959,3,0.0,9.47,1.72,3.1,39.56,27.83
Odisha,20.37,1959,4,0.0,70.34,9.1,16.41,47.23,30.75
Odisha,27.29,1959,5,0.0,37.97,7.95,20.24,47.94,32.73
Odisha,225.83,1959,6,0.64,95.52,75.55,129.37,72.36,29.01
Odisha,584.02,1959,7,2.98,156.22,96.12,230.98,83.99,26.27
Odisha,355.05,1959,8,1.0,98.99,73.61,170.45,85.65,25.93
Odisha,361.39,1959,9,1.04,145.95,60.44,160.89,86.13,25.85
Odisha,185.54,1959,10,0.58,161.06,79.65,118.34,82.6,24.97
Odisha,1.42,1959,11,0.0,4.76,0.51,1.66,67.72,21.66
Odisha,3.63,1959,12,0.0,26.68,2.3,3.6,60.23,19.65
Odisha,2.51,1960,1,0.0,12.02,0.98,1.64,58.29,20.13
Odisha,1.4,1960,2,0.0,8.98,1.29,7.78,43.52,23.87
Odisha,33.32,1960,3,0.0,157.62,10.58,20.51,52.08,26.13
Odisha,14.49,1960,4,0.0,49.23,3.99,8.15,40.96,31.04
Odisha,21.91,1960,5,0.0,29.78,6.19,12.43,49.09,32.47
Odisha,200.0,1960,6,0.22,83.07,41.95,132.38,67.18,30.06
Odisha,364.35,1960,7,1.05,98.27,65.06,147.56,85.55,26.41
Odisha,464.45,1960,8,1.78,128.56,88.86,176.61,85.11,26.21
Odisha,216.2,1960,9,0.0,87.14,24.59,72.72,85.27,26.49
Odisha,98.16,1960,10,0.0,94.5,22.68,61.49,76.81,24.85
Odisha,6.6,1960,11,0.0,24.99,2.96,6.89,63.82,21.73
Odisha,31.1,1960,12,0.15,225.38,24.83,26.02,61.6,20.92
Odisha,11.54,1961,1,0.0,66.58,8.57,12.18,65.69,20.11
Odisha,62.75,1961,2,0.02,437.0,21.99,42.13,61.14,21.21
Odisha,8.89,1961,3,0.0,36.29,3.34,6.25,52.63,27.64
Odisha,22.28,1961,4,0.0,70.94,4.7,9.96,53.16,30.11
Odisha,37.09,1961,5,0.0,58.65,9.23,16.09,58.29,31.1
Odisha,291.41,1961,6,0.69,119.3,58.75,195.45,76.04,27.94
Odisha,305.51,1961,7,0.8,81.61,75.76,169.37,85.34,25.99
Odisha,311.77,1961,8,0.28,86.66,44.18,116.67,86.53,26.34
Odisha,366.4,1961,9,1.5,148.81,74.39,135.23,86.15,25.69
Odisha,158.43,1961,10,0.01,149.73,26.8,61.94,82.55,24.64
Odisha,6.53,1961,11,0.0,27.52,3.95,14.47,69.91,20.93
Odisha,1.5,1961,12,0.0,11.73,0.79,1.17,62.39,17.89
Odisha,5.89,1962,1,0.0,31.85,5.37,5.88,55.82,18.45
Odisha,6.99,1962,2,0.0,51.83,3.39,5.47,58.1,22.45
Odisha,15.46,1962,3,0.0,60.93,7.34,13.37,49.7,26.65
Odisha,36.89,1962,4,0.0,123.02,8.52,17.51,55.69,29.05
Odisha,40.31,1962,5,0.0,65.99,8.88,19.91,58.99,30.6
Odisha,188.48,1962,6,0.29,77.75,44.17,88.07,72.49,28.41
Odisha,366.4,1962,7,0.47,98.17,54.91,127.0,85.45,26.37
Odisha,333.34,1962,8,0.57,92.72,54.87,116.91,86.09,26.06
Odisha,212.99,1962,9,0.22,86.62,36.91,85.47,84.14,26.48
Odisha,146.44,1962,10,0.32,126.04,37.93,88.37,77.78,24.77
Odisha,7.77,1962,11,0.0,28.26,3.65,10.29,65.85,21.84
Odisha,14.55,1962,12,0.0,117.54,8.21,14.2,64.56,19.85
Odisha,0.25,1963,1,0.0,1.37,0.19,0.25,49.26,19.21
Odisha,5.08,1963,2,0.0,38.85,3.25,5.35,43.2,23.64
Odisha,5.29,1963,3,0.0,25.2,2.39,5.55,44.07,27.06
Odisha,37.11,1963,4,0.0,123.88,7.61,16.82,51.78,29.01
Odisha,59.58,1963,5,0.0,90.23,11.53,30.09,58.86,30.48
Odisha,280.78,1963,6,0.74,116.26,49.82,136.18,76.51,28.18
Odisha,362.68,1963,7,0.9,98.0,60.92,144.9,84.26,26.38
Odisha,416.09,1963,8,1.21,116.16,77.53,164.32,87.18,26.12
Odisha,337.41,1963,9,0.97,135.96,78.74,143.2,85.17,26.09
Odisha,197.18,1963,10,0.5,194.5,51.33,117.76,83.0,25.07
Odisha,3.12,1963,11,0.0,12.48,1.08,2.25,72.97,22.87
Odisha,0.77,1963,12,0.0,6.09,0.49,0.82,61.11,19.77
Odisha,8.56,1964,1,0.0,45.34,6.08,15.75,61.57,21.66
Odisha,23.87,1964,2,0.0,170.89,11.29,22.51,61.65,23.49
Odisha,5.65,1964,3,0.0,25.43,1.95,3.69,43.36,27.88
Odisha,21.62,1964,4,0.0,70.88,5.83,12.96,47.91,30.71
Odisha,37.18,1964,5,0.0,52.8,9.88,19.58,52.68,31.84
Odisha,253.97,1964,6,0.65,107.43,59.12,131.68,67.96,29.53
Odisha,372.63,1964,7,0.54,101.35,55.5,143.89,86.78,25.83
Odisha,482.28,1964,8,1.61,133.71,78.45,184.01,87.34,25.46
Odisha,295.93,1964,9,0.62,120.39,60.74,120.06,87.05,25.48
Odisha,113.68,1964,10,0.06,111.09,22.62,44.87,81.83,24.81
Odisha,13.72,1964,11,0.0,48.73,5.85,9.25,70.29,21.42
Odisha,0.06,1964,12,0.0,0.37,0.04,0.05,59.77,19.55
Odisha,5.02,1965,1,0.0,27.27,3.1,4.88,59.69,20.57
Odisha,13.06,1965,2,0.0,87.02,6.46,11.96,54.68,23.09
Odisha,50.49,1965,3,0.0,241.55,16.12,41.85,51.85,25.67
Odisha,41.8,1965,4,0.0,153.29,15.43,28.15,56.12,28.7
Odisha,41.51,1965,5,0.0,69.7,10.97,19.44,54.85,30.83
Odisha,219.38,1965,6,0.55,88.73,60.07,140.37,63.86,30.0
Odisha,403.35,1965,7,1.27,108.93,64.69,141.5,84.27,25.82
Odisha,378.17,1965,8,0.76,105.59,68.4,129.89,86.28,25.8
Odisha,159.84,1965,9,0.01,64.59,21.92,74.82,84.32,25.88
Odisha,86.86,1965,10,0.12,76.62,24.48,62.54,78.08,24.91
Odisha,0.63,1965,11,0.0,1.91,0.28,0.62,67.11,22.53
Odisha,4.2,1965,12,0.0,29.11,2.2,3.01,56.66,20.19
Odisha,40.73,1966,1,0.0,234.26,18.35,45.92,66.56,19.46
Odisha,1.64,1966,2,0.0,9.88,0.69,1.56,52.42,23.81
Odisha,9.33,1966,3,0.0,43.36,3.52,6.03,42.52,27.47
Odisha,35.03,1966,4,0.0,117.96,5.97,13.71,50.68,30.07
Odisha,32.41,1966,5,0.0,57.4,16.39,29.17,45.58,32.21
Odisha,463.5,1966,6,1.68,193.27,84.62,214.32,78.04,27.76
Odisha,436.72,1966,7,1.25,116.55,85.67,183.81,86.42,26.4
Odisha,314.05,1966,8,0.34,87.56,44.54,114.95,86.58,26.06
Odisha,175.46,1966,9,0.15,71.05,34.59,102.7,82.7,26.04
Odisha,90.44,1966,10,0.11,89.1,34.99,75.97,75.94,24.76
Odisha,117.06,1966,11,0.65,523.93,53.46,98.69,77.23,23.22
Odisha,26.71,1966,12,0.05,216.9,17.33,39.74,69.88,18.5
Odisha,46.84,1967,1,0.11,299.25,21.38,37.69,68.56,19.84
Odisha,0.51,1967,2,0.0,2.92,0.32,0.38,46.28,24.11
Odisha,113.31,1967,3,0.03,572.93,24.18,57.11,63.89,25.3
Odisha,49.78,1967,4,0.0,175.63,13.54,27.7,55.88,29.28
Odisha,27.8,1967,5,0.0,46.94,8.93,18.21,53.38,31.74
Odisha,281.24,1967,6,0.86,119.77,62.97,188.57,66.94,29.88
Odisha,456.92,1967,7,1.79,122.3,73.62,207.4,85.38,26.7
Odisha,458.87,1967,8,1.23,127.57,64.24,164.64,87.09,25.95
Odisha,310.62,1967,9,0.4,126.42,50.47,114.65,85.58,26.21
Odisha,16.58,1967,10,0.0,15.03,6.05,11.42,69.78,25.42
Odisha,2.56,1967,11,0.0,9.57,0.87,2.13,60.79,22.51
Odisha,28.41,1967,12,0.0,216.88,10.09,17.49,71.33,21.8
Odisha,37.23,1968,1,0.01,195.76,23.22,34.46,65.69,19.89
Odisha,42.16,1968,2,0.06,288.81,18.75,32.71,59.89,23.04
Odisha,22.96,1968,3,0.0,114.17,10.08,21.33,52.31,26.49
Odisha,50.0,1968,4,0.0,177.71,8.85,20.68,56.21,28.78
Odisha,48.93,1968,5,0.05,74.47,17.86,31.75,54.11,31.45
Odisha,355.29,1968,6,1.18,145.76,73.36,163.32,75.96,28.4
Odisha,429.21,1968,7,0.71,115.54,58.26,141.04,85.99,26.57
Odisha,383.87,1968,8,0.9,107.56,62.75,151.86,83.43,26.57
Odisha,227.11,1968,9,0.71,93.27,69.02,127.92,82.81,27.01
Odisha,258.41,1968,10,1.11,233.27,103.12,170.74,78.62,24.94
Odisha,30.82,1968,11,0.15,104.25,20.91,27.01,70.0,22.08
Odisha,2.56,1968,12,0.0,19.22,1.83,2.42,58.98,19.62
Odisha,0.89,1969,1,0.0,4.9,0.47,1.11,53.59,20.19
Odisha,1.13,1969,2,0.0,7.51,0.64,1.74,50.7,24.72
Odisha,13.85,1969,3,0.0,60.63,4.09,8.12,49.65,28.48
Odisha,40.2,1969,4,0.0,148.94,10.79,37.44,54.14,30.19
Odisha,99.34,1969,5,0.06,170.14,24.01,58.32,68.11,29.62
Odisha,178.83,1969,6,0.12,73.72,29.77,94.62,72.35,29.43
Odisha,560.48,1969,7,2.28,149.39,88.11,214.41,86.68,26.5
Odisha,206.74,1969,8,0.48,57.93,56.78,109.83,83.93,26.38
Odisha,189.29,1969,9,0.12,76.53,34.05,82.03,83.42,26.6
Odisha,32.55,1969,10,0.01,26.91,11.86,24.31,72.66,25.64
Odisha,63.47,1969,11,0.14,224.35,25.48,48.2,71.02,23.54
Odisha,19.06,1969,12,0.0,134.0,12.95,18.63,61.39,19.91
Odisha,11.13,1970,1,0.0,63.79,7.78,8.61,61.09,20.55
Odisha,22.17,1970,2,0.0,145.33,9.26,16.53,63.36,24.29
Odisha,70.79,1970,3,0.06,324.45,23.55,48.16,63.05,26.79
Odisha,37.66,1970,4,0.0,132.56,11.64,20.41,57.12,29.85
Odisha,80.31,1970,5,0.0,128.74,21.38,43.45,62.18,31.03
Odisha,426.86,1970,6,1.39,178.36,99.2,163.24,82.76,27.56
Odisha,293.43,1970,7,0.45,77.97,46.83,108.46,84.28,26.67
Odisha,308.6,1970,8,0.31,86.05,47.43,104.3,86.47,26.54
Odisha,281.61,1970,9,0.32,114.24,45.77,99.05,86.02,26.48
Odisha,85.26,1970,10,0.04,71.85,21.07,46.56,76.68,25.51
Odisha,12.47,1970,11,0.01,36.78,7.34,12.0,60.67,21.51
Odisha,0.01,1970,12,0.0,0.04,0.0,0.0,52.5,18.8
Odisha,18.68,1971,1,0.0,102.84,6.96,15.49,63.04,20.29
Odisha,31.48,1971,2,0.0,229.34,11.81,22.05,62.09,22.93
Odisha,9.41,1971,3,0.0,47.66,4.65,14.75,45.13,26.41
Odisha,112.32,1971,4,0.04,423.01,26.38,67.69,63.11,27.98
Odisha,112.94,1971,5,0.0,188.1,19.65,59.15,66.53,29.13
Odisha,370.15,1971,6,0.91,153.56,63.95,164.91,80.5,26.78
Odisha,353.72,1971,7,0.82,95.62,62.34,133.36,84.97,26.01
Odisha,339.8,1971,8,0.67,94.68,54.44,117.97,87.05,25.86
Odisha,186.55,1971,9,0.18,75.48,39.26,95.74,81.96,26.62
Odisha,144.15,1971,10,0.29,132.14,36.71,68.6,80.78,25.11
Odisha,0.89,1971,11,0.0,3.5,0.32,10.56,66.47,21.02
Odisha,0.03,1971,12,0.0,0.19,0.01,0.02,59.88,19.08
Odisha,0.26,1972,1,0.0,1.34,0.16,0.74,57.25,19.67
Odisha,31.02,1972,2,0.01,213.15,14.92,26.66,55.58,22.22
Odisha,4.58,1972,3,0.0,18.35,1.56,3.79,47.0,28.04
Odisha,30.49,1972,4,0.0,106.4,7.18,15.27,50.85,29.98
Odisha,20.81,1972,5,0.03,31.17,8.71,14.63,47.56,32.76
Odisha,116.99,1972,6,0.08,48.98,29.77,71.03,61.33,31.11
Odisha,347.01,1972,7,1.41,93.36,86.78,197.96,80.8,27.12
Odisha,345.81,1972,8,0.81,96.14,54.05,120.87,84.29,26.23
Odisha,274.06,1972,9,1.15,111.38,81.99,156.42,82.47,26.59
Odisha,62.0,1972,10,0.0,60.66,16.34,44.52,73.83,25.44
Odisha,28.31,1972,11,0.0,122.55,10.09,25.05,70.53,22.94
Odisha,1.8,1972,12,0.0,14.63,0.97,1.74,63.82,21.63
Odisha,3.24,1973,1,0.0,15.05,2.86,3.42,57.89,22.22
Odisha,6.48,1973,2,0.0,42.95,4.34,31.26,53.98,24.68
Odisha,42.39,1973,3,0.16,194.79,26.86,40.48,55.45,26.96
Odisha,19.26,1973,4,0.0,66.02,4.34,9.33,49.74,31.68
Odisha,33.2,1973,5,0.0,50.65,7.54,14.73,56.13,32.04
Odisha,123.92,1973,6,0.07,51.51,27.92,66.51,66.77,30.11
Odisha,406.15,1973,7,1.47,109.25,92.39,181.32,83.73,26.59
Odisha,318.43,1973,8,0.6,88.7,52.88,139.67,85.7,26.34
Odisha,286.66,1973,9,0.69,115.87,60.11,148.42,85.74,26.33
Odisha,167.96,1973,10,0.08,166.92,28.58,80.22,83.64,25.25
Odisha,8.61,1973,11,0.0,36.64,2.95,6.53,71.61,21.5
Odisha,29.59,1973,12,0.23,214.78,27.43,29.49,64.95,19.17
Odisha,0.32,1974,1,0.0,1.78,0.22,0.26,55.8,19.58
Odisha,3.47,1974,2,0.0,28.77,2.52,3.42,50.38,23.47
Odisha,44.22,1974,3,0.03,200.34,16.12,36.47,47.42,27.67
Odisha,10.48,1974,4,0.0,28.5,2.39,12.38,49.55,31.06
Odisha,32.72,1974,5,0.0,52.35,7.58,15.55,53.8,31.23
Odisha,130.28,1974,6,0.37,55.18,47.79,71.91,67.2,29.6
Odisha,194.38,1974,7,0.06,52.58,24.55,64.56,82.79,26.93
Odisha,321.45,1974,8,1.02,88.94,75.93,154.92,83.78,26.65
Odisha,138.07,1974,9,0.1,55.42,23.77,53.23,82.24,26.78
Odisha,89.31,1974,10,0.0,80.13,15.93,35.67,79.12,25.67
Odisha,16.73,1974,11,0.0,56.01,7.72,15.19,61.42,22.56
Odisha,0.04,1974,12,0.0,0.28,0.03,0.04,53.68,19.49
Odisha,10.41,1975,1,0.0,54.54,7.53,10.21,56.43,19.48
Odisha,21.71,1975,2,0.0,143.47,8.03,12.64,59.05,23.17
Odisha,19.32,1975,3,0.0,80.89,7.16,10.83,50.07,27.51
Odisha,15.1,1975,4,0.0,47.58,3.97,8.64,49.21,30.62
Odisha,35.49,1975,5,0.0,55.81,9.79,28.03,52.07,32.13
Odisha,277.26,1975,6,0.91,117.87,75.8,146.89,70.68,29.28
Odisha,286.63,1975,7,0.16,77.25,39.83,89.06,85.83,26.29
Odisha,372.83,1975,8,0.99,103.76,70.41,158.78,86.18,26.28
Odisha,204.1,1975,9,0.26,82.8,36.86,76.43,85.53,26.16
Odisha,134.55,1975,10,0.0,128.7,17.25,50.16,83.63,25.92
Odisha,36.92,1975,11,0.12,115.38,20.07,29.13,67.45,21.1
Odisha,0.06,1975,12,0.0,0.39,0.05,0.1,57.11,18.61
Odisha,0.11,1976,1,0.0,0.61,0.06,0.1,55.18,19.29
Odisha,22.09,1976,2,0.0,150.87,16.39,22.03,49.81,23.25
Odisha,9.51,1976,3,0.0,39.27,3.14,5.47,48.55,27.47
Odisha,21.33,1976,4,0.0,69.48,4.38,10.01,51.59,29.76
Odisha,39.61,1976,5,0.0,62.54,13.27,25.75,54.1,31.27
Odisha,97.28,1976,6,0.03,40.69,23.4,48.07,65.4,29.52
Odisha,439.66,1976,7,1.12,116.36,89.03,174.86,86.2,26.29
Odisha,375.78,1976,8,1.16,104.09,88.82,170.16,86.24,26.25
Odisha,166.83,1976,9,0.19,67.65,37.18,93.88,80.91,26.61
Odisha,29.85,1976,10,0.05,24.34,16.73,27.89,65.65,26.31
Odisha,59.73,1976,11,0.21,205.03,26.61,45.25,72.98,24.86
Odisha,1.41,1976,12,0.0,10.16,0.68,1.19,60.06,21.24
Odisha,6.28,1977,1,0.0,34.44,4.79,6.14,53.71,20.51
Odisha,5.84,1977,2,0.0,36.4,3.07,5.38,50.15,23.8
Odisha,5.82,1977,3,0.0,26.37,1.98,4.39,48.0,28.46
