State,precipitation,Year,Month,precipitation50mm,precipitation_percentage,maxprecipitation1day,maxprecipitation5day,relative_humidity,maxsurfaceairtemperature
Himachal Pradesh,47.75,1979,9,0.0,45.36,6.65,19.55,68.74,9.5
Himachal Pradesh,14.78,1979,10,0.0,36.54,2.59,6.38,61.9,6.27
Himachal Pradesh,48.31,1979,11,0.0,182.83,15.95,24.65,62.04,-0.29
Himachal Pradesh,72.15,1979,12,0.0,163.94,20.15,57.98,64.76,-5.76
Himachal Pradesh,75.99,1980,1,0.0,74.21,17.31,40.04,61.77,-7.14
Himachal Pradesh,120.89,1980,2,0.1,83.21,26.13,51.65,64.72,-4.26
Himachal Pradesh,129.86,1980,3,0.11,122.6,29.41,52.88,66.54,-1.38
Himachal Pradesh,52.42,1980,4,0.0,61.61,17.26,20.84,59.66,4.28
Himachal Pradesh,63.34,1980,5,0.0,89.12,8.11,21.99,62.82,9.18
Himachal Pradesh,125.68,1980,6,0.11,96.72,23.51,62.02,71.37,12.85
Himachal Pradesh,326.41,1980,7,0.8,145.07,87.54,145.99,84.02,14.87
Himachal Pradesh,180.86,1980,8,0.44,73.25,39.88,91.23,79.39,14.2
Himachal Pradesh,62.51,1980,9,0.0,54.51,10.83,28.68,74.29,10.94
Himachal Pradesh,30.58,1980,10,0.0,82.05,6.42,15.01,63.56,5.68
Himachal Pradesh,21.69,1980,11,0.0,85.66,9.4,15.15,57.97,0.61
Himachal Pradesh,24.42,1980,12,0.0,66.81,10.05,21.51,58.71,-3.6
Himachal Pradesh,111.11,1981,1,0.04,116.42,27.35,51.81,68.86,-7.22
Himachal Pradesh,111.72,1981,2,0.0,79.32,19.09,54.11,64.52,-4.26
Himachal Pradesh,147.46,1981,3,0.0,144.96,27.43,52.08,65.03,-1.42
Himachal Pradesh,57.92,1981,4,0.0,66.96,13.8,35.1,56.81,3.86
Himachal Pradesh,63.51,1981,5,0.0,96.44,9.85,26.56,66.49,9.3
Himachal Pradesh,101.53,1981,6,0.23,83.92,30.26,59.93,65.17,12.26
Himachal Pradesh,404.84,1981,7,1.47,157.05,95.92,160.15,84.81,14.26
Himachal Pradesh,178.38,1981,8,0.24,75.44,26.48,70.41,81.26,14.32
Himachal Pradesh,56.02,1981,9,0.0,47.54,8.44,21.8,73.83,10.61
Himachal Pradesh,16.92,1981,10,0.0,42.5,4.66,17.23,60.4,4.42
Himachal Pradesh,78.89,1981,11,0.51,376.8,50.0,66.73,61.12,-4.48
Himachal Pradesh,15.66,1981,12,0.0,30.66,5.91,9.83,56.3,-7.21
Himachal Pradesh,140.14,1982,1,0.02,146.3,26.27,77.66,64.12,-6.92
Himachal Pradesh,147.05,1982,2,0.0,106.91,25.99,74.56,68.47,-5.93
Himachal Pradesh,181.59,1982,3,0.12,181.02,33.26,85.54,70.41,-1.99
Himachal Pradesh,145.39,1982,4,0.07,190.41,31.53,67.28,68.6,3.03
Himachal Pradesh,107.0,1982,5,0.21,195.67,34.52,68.76,68.27,5.98
Himachal Pradesh,48.08,1982,6,0.05,34.73,10.36,21.52,67.77,10.61
Himachal Pradesh,207.38,1982,7,0.82,74.37,52.02,101.4,77.53,13.6
Himachal Pradesh,231.22,1982,8,0.56,98.07,47.64,112.76,83.04,14.45
Himachal Pradesh,38.8,1982,9,0.0,36.18,10.84,23.17,69.07,9.61
Himachal Pradesh,50.13,1982,10,0.0,136.87,14.51,36.65,66.99,3.65
Himachal Pradesh,18.95,1982,11,0.0,71.56,7.97,14.11,63.79,-3.28
Himachal Pradesh,105.01,1982,12,0.0,226.54,27.54,57.07,63.91,-5.25
Himachal Pradesh,101.0,1983,1,0.12,105.84,34.47,71.35,62.6,-7.34
Himachal Pradesh,91.07,1983,2,0.0,65.32,23.13,52.28,62.7,-6.88
Himachal Pradesh,201.6,1983,3,0.16,187.38,37.29,66.77,66.7,-2.04
Himachal Pradesh,179.8,1983,4,0.41,243.74,46.15,99.22,67.79,2.15
Himachal Pradesh,85.28,1983,5,0.02,163.42,18.55,47.95,68.29,6.95
Himachal Pradesh,68.93,1983,6,0.05,52.56,16.36,66.11,68.15,10.23
Himachal Pradesh,256.87,1983,7,0.7,115.01,56.02,104.63,79.67,13.12
Himachal Pradesh,275.8,1983,8,0.43,117.44,38.86,94.24,85.62,14.83
Himachal Pradesh,95.05,1983,9,0.06,78.52,21.82,57.95,77.3,12.66
Himachal Pradesh,20.2,1983,10,0.0,53.28,5.52,10.18,61.82,4.82
Himachal Pradesh,4.09,1983,11,0.0,13.45,2.12,3.35,55.7,-0.38
Himachal Pradesh,28.88,1983,12,0.0,62.29,7.06,14.62,58.81,-5.0
Himachal Pradesh,60.02,1984,1,0.0,60.7,14.98,27.85,63.44,-8.45
Himachal Pradesh,174.76,1984,2,0.39,125.31,44.68,108.98,62.44,-6.62
Himachal Pradesh,79.55,1984,3,0.01,71.92,22.72,44.32,59.34,0.29
Himachal Pradesh,94.88,1984,4,0.0,111.82,18.9,47.75,63.72,3.93
Himachal Pradesh,22.72,1984,5,0.0,33.41,4.92,13.11,54.26,10.39
Himachal Pradesh,159.89,1984,6,0.24,114.34,25.91,58.57,75.3,14.06
Himachal Pradesh,218.0,1984,7,0.09,96.47,22.35,56.92,83.02,14.35
Himachal Pradesh,317.1,1984,8,0.34,139.97,37.83,86.36,85.11,15.15
Himachal Pradesh,81.76,1984,9,0.0,72.89,14.36,55.12,73.73,10.23
Himachal Pradesh,12.21,1984,10,0.0,30.21,2.17,5.31,56.14,5.71
Himachal Pradesh,27.56,1984,11,0.0,95.48,11.95,19.43,55.67,-1.43
Himachal Pradesh,123.25,1984,12,0.02,283.24,29.86,88.95,62.79,-5.19
Himachal Pradesh,97.09,1985,1,0.0,97.42,20.02,41.2,64.16,-7.74
Himachal Pradesh,25.96,1985,2,0.0,18.3,14.35,19.3,52.35,-5.48
Himachal Pradesh,88.74,1985,3,0.0,76.74,15.53,34.04,58.19,1.31
Himachal Pradesh,100.77,1985,4,0.01,133.13,25.53,50.2,65.33,4.15
Himachal Pradesh,71.3,1985,5,0.0,119.59,17.99,35.32,60.99,7.81
Himachal Pradesh,64.76,1985,6,0.04,49.99,11.01,27.75,67.0,11.71
Himachal Pradesh,352.56,1985,7,0.9,151.13,49.16,104.67,84.33,14.34
Himachal Pradesh,206.43,1985,8,0.32,81.44,31.85,81.84,83.64,14.83
Himachal Pradesh,69.87,1985,9,0.0,56.18,9.85,25.68,77.64,11.27
Himachal Pradesh,67.92,1985,10,0.04,205.74,29.23,53.61,69.9,3.59
Himachal Pradesh,13.72,1985,11,0.0,48.38,5.23,7.31,64.48,-2.02
Himachal Pradesh,124.55,1985,12,0.13,298.27,36.09,78.76,63.19,-3.8
Himachal Pradesh,21.0,1986,1,0.0,20.76,5.93,12.84,57.79,-7.91
Himachal Pradesh,125.15,1986,2,0.0,90.81,26.19,63.34,62.22,-5.4
Himachal Pradesh,236.39,1986,3,0.1,213.47,31.97,87.97,69.05,-1.01
Himachal Pradesh,101.65,1986,4,0.02,125.18,24.71,60.7,64.64,3.68
Himachal Pradesh,85.91,1986,5,0.01,156.88,20.39,40.58,64.13,5.85
Himachal Pradesh,99.85,1986,6,0.31,78.63,31.91,62.05,69.22,11.01
Himachal Pradesh,309.39,1986,7,1.12,128.84,50.8,111.27,84.99,13.98
Himachal Pradesh,183.78,1986,8,0.2,79.07,29.47,95.25,82.29,14.29
Himachal Pradesh,58.34,1986,9,0.0,51.03,9.61,26.67,75.69,10.29
Himachal Pradesh,44.81,1986,10,0.0,130.1,15.44,28.5,68.38,3.25
Himachal Pradesh,76.05,1986,11,0.04,286.61,24.46,49.64,63.91,-0.89
Himachal Pradesh,95.98,1986,12,0.07,222.37,30.19,69.68,64.29,-7.78
Himachal Pradesh,62.29,1987,1,0.0,66.47,24.51,49.29,61.42,-7.92
Himachal Pradesh,110.73,1987,2,0.0,80.48,24.52,61.18,67.42,-3.77
Himachal Pradesh,107.39,1987,3,0.0,97.48,18.97,51.87,67.07,-0.17
Himachal Pradesh,149.45,1987,4,0.29,186.69,40.8,73.32,63.11,3.59
Himachal Pradesh,173.4,1987,5,0.14,339.01,37.8,71.48,69.02,5.17
Himachal Pradesh,42.95,1987,6,0.08,40.23,16.65,23.03,63.69,11.05
Himachal Pradesh,114.64,1987,7,0.26,46.57,31.14,69.84,73.18,14.1
Himachal Pradesh,134.02,1987,8,0.06,60.49,24.7,50.5,79.54,14.46
Himachal Pradesh,54.17,1987,9,0.0,43.46,11.79,31.81,73.05,11.71
Himachal Pradesh,80.62,1987,10,0.07,237.8,28.7,44.28,66.59,3.9
Himachal Pradesh,0.72,1987,11,0.0,2.65,0.4,5.46,55.19,-1.74
Himachal Pradesh,18.97,1987,12,0.0,37.3,9.15,12.72,54.99,-3.92
Himachal Pradesh,58.88,1988,1,0.0,57.9,15.61,28.24,64.65,-5.1
Himachal Pradesh,134.97,1988,2,0.2,95.09,37.23,66.03,61.17,-3.85
Himachal Pradesh,305.01,1988,3,1.59,295.29,68.18,178.46,67.31,-1.07
Himachal Pradesh,69.76,1988,4,0.0,83.76,22.86,40.23,60.11,4.32
Himachal Pradesh,44.83,1988,5,0.0,68.09,8.26,18.91,59.88,9.34
Himachal Pradesh,101.59,1988,6,0.06,76.32,20.04,63.75,69.67,12.3
Himachal Pradesh,538.2,1988,7,2.4,236.07,85.07,167.96,86.23,15.1
Himachal Pradesh,222.35,1988,8,0.53,88.29,64.3,133.39,82.61,14.21
Himachal Pradesh,232.05,1988,9,1.13,235.61,78.73,194.92,76.48,11.2
Himachal Pradesh,8.29,1988,10,0.0,21.44,1.84,3.75,63.38,3.91
Himachal Pradesh,5.74,1988,11,0.0,23.08,1.61,3.49,60.54,-0.35
Himachal Pradesh,117.6,1988,12,0.62,288.23,58.33,98.53,61.49,-3.35
Himachal Pradesh,106.92,1989,1,0.06,113.86,33.26,87.81,59.79,-8.34
Himachal Pradesh,106.4,1989,2,0.0,72.87,17.84,41.43,65.86,-5.54
Himachal Pradesh,127.05,1989,3,0.02,113.57,25.03,42.09,67.3,-1.17
Himachal Pradesh,101.26,1989,4,0.0,118.79,21.66,53.01,60.66,2.35
Himachal Pradesh,77.29,1989,5,0.05,131.65,23.31,65.16,60.36,7.15
Himachal Pradesh,65.66,1989,6,0.05,52.4,10.49,27.85,70.09,10.71
Himachal Pradesh,376.01,1989,7,1.84,158.03,102.52,246.5,80.39,13.82
Himachal Pradesh,179.23,1989,8,0.11,79.36,34.86,92.57,82.95,13.11
Himachal Pradesh,48.35,1989,9,0.0,40.63,9.09,23.07,76.51,10.92
Himachal Pradesh,12.44,1989,10,0.0,29.68,2.74,6.82,61.31,5.72
Himachal Pradesh,60.83,1989,11,0.0,265.96,23.1,32.46,63.23,-3.22
Himachal Pradesh,64.52,1989,12,0.0,160.41,17.61,46.85,65.13,-6.73
Himachal Pradesh,90.15,1990,1,0.04,86.65,25.17,41.46,65.95,-4.02
Himachal Pradesh,206.39,1990,2,0.26,152.49,40.41,87.24,71.98,-4.11
Himachal Pradesh,190.02,1990,3,0.42,184.8,46.82,118.51,65.18,-2.74
Himachal Pradesh,76.12,1990,4,0.0,91.76,22.03,31.8,61.46,3.14
Himachal Pradesh,44.1,1990,5,0.0,64.37,6.69,17.48,65.05,8.96
Himachal Pradesh,124.77,1990,6,0.04,98.98,22.86,54.6,72.69,12.64
Himachal Pradesh,324.98,1990,7,0.97,135.74,81.34,150.25,83.9,14.51
Himachal Pradesh,272.6,1990,8,0.4,115.28,45.12,90.24,83.99,14.49
Himachal Pradesh,105.33,1990,9,0.0,88.16,18.87,42.54,79.94,12.06
Himachal Pradesh,25.36,1990,10,0.0,66.77,10.65,15.34,61.19,3.98
Himachal Pradesh,7.3,1990,11,0.0,31.34,3.25,6.78,56.32,-0.04
Himachal Pradesh,175.75,1990,12,0.59,412.81,47.81,140.8,62.04,-4.2
Himachal Pradesh,38.8,1991,1,0.0,37.24,9.67,21.9,60.84,-8.43
Himachal Pradesh,152.4,1991,2,0.0,108.57,26.42,64.18,67.66,-4.28
Himachal Pradesh,157.03,1991,3,0.0,147.75,28.6,58.34,65.14,-0.43
Himachal Pradesh,181.01,1991,4,0.53,238.16,52.1,101.85,65.5,2.77
Himachal Pradesh,82.76,1991,5,0.0,142.97,18.61,30.72,62.91,7.33
Himachal Pradesh,44.47,1991,6,0.0,33.02,10.71,22.36,68.88,10.24
Himachal Pradesh,180.89,1991,7,0.46,63.35,36.75,79.74,81.02,13.88
Himachal Pradesh,193.25,1991,8,0.12,81.99,24.86,63.66,83.28,14.01
Himachal Pradesh,114.0,1991,9,0.0,95.86,14.14,46.25,78.2,11.33
Himachal Pradesh,9.24,1991,10,0.0,22.67,1.96,4.37,60.13,4.6
Himachal Pradesh,14.0,1991,11,0.0,49.53,4.71,8.35,59.25,-0.03
Himachal Pradesh,52.06,1991,12,0.02,130.94,17.34,37.3,64.32,-4.55
Himachal Pradesh,209.93,1992,1,0.61,213.79,55.27,143.3,68.18,-5.4
Himachal Pradesh,101.96,1992,2,0.05,74.34,34.57,49.24,61.64,-6.78
Himachal Pradesh,247.43,1992,3,0.27,221.88,37.18,94.81,68.3,-0.83
Himachal Pradesh,66.63,1992,4,0.0,79.14,12.41,24.44,64.53,3.54
Himachal Pradesh,67.86,1992,5,0.0,109.09,13.07,28.11,63.33,6.69
Himachal Pradesh,53.57,1992,6,0.0,39.31,9.48,22.68,67.75,10.85
Himachal Pradesh,215.91,1992,7,0.17,93.66,26.68,78.73,80.95,13.65
Himachal Pradesh,256.91,1992,8,0.63,103.81,43.8,93.69,84.44,14.52
Himachal Pradesh,120.71,1992,9,0.42,106.96,47.2,72.81,79.68,10.99
Himachal Pradesh,12.28,1992,10,0.0,29.46,2.36,5.17,63.41,5.72
Himachal Pradesh,29.8,1992,11,0.0,122.48,12.98,22.29,60.13,0.37
Himachal Pradesh,30.67,1992,12,0.0,58.17,18.43,28.96,59.97,-4.46
Himachal Pradesh,118.1,1993,1,0.0,120.34,21.11,51.2,65.55,-7.74
Himachal Pradesh,110.23,1993,2,0.07,79.98,29.98,60.56,66.06,-2.75
Himachal Pradesh,201.45,1993,3,0.24,193.75,37.54,108.79,66.05,-2.84
Himachal Pradesh,25.93,1993,4,0.0,32.18,6.51,14.5,61.47,3.79
Himachal Pradesh,68.76,1993,5,0.0,112.1,15.81,28.36,63.55,9.38
Himachal Pradesh,83.65,1993,6,0.03,63.7,16.12,37.06,68.97,12.78
Himachal Pradesh,342.84,1993,7,1.31,161.87,74.16,154.96,82.59,14.14
Himachal Pradesh,91.49,1993,8,0.0,37.53,13.93,34.82,77.86,14.5
Himachal Pradesh,122.73,1993,9,0.2,108.79,28.46,60.16,79.09,11.16
Himachal Pradesh,5.84,1993,10,0.0,13.34,1.17,2.88,58.11,5.97
Himachal Pradesh,38.96,1993,11,0.0,143.01,13.64,31.97,58.6,-0.82
Himachal Pradesh,12.19,1993,12,0.0,22.87,4.7,7.91,56.52,-4.79
Himachal Pradesh,131.63,1994,1,0.0,131.93,25.49,62.05,66.88,-5.4
Himachal Pradesh,147.21,1994,2,0.21,106.16,38.73,59.88,65.65,-5.4
Himachal Pradesh,67.05,1994,3,0.0,56.98,11.13,20.15,62.54,0.7
Himachal Pradesh,189.28,1994,4,0.7,238.19,62.38,99.35,65.84,2.51
Himachal Pradesh,60.8,1994,5,0.0,95.92,11.73,32.63,64.41,7.78
Himachal Pradesh,145.21,1994,6,0.41,106.7,37.95,91.05,69.97,12.64
Himachal Pradesh,463.35,1994,7,1.74,201.87,77.26,177.2,86.62,15.4
Himachal Pradesh,380.56,1994,8,1.39,154.68,66.22,124.06,85.99,15.02
Himachal Pradesh,88.79,1994,9,0.02,77.77,18.31,45.19,74.01,11.46
Himachal Pradesh,18.25,1994,10,0.0,45.54,4.23,7.91,60.83,4.98
Himachal Pradesh,7.67,1994,11,0.0,30.08,2.29,3.83,60.71,0.63
Himachal Pradesh,127.49,1994,12,0.12,267.96,24.63,62.49,66.57,-4.58
Himachal Pradesh,91.67,1995,1,0.02,96.8,29.93,43.42,61.74,-9.51
Himachal Pradesh,137.96,1995,2,0.07,99.61,31.87,85.0,66.79,-4.93
Himachal Pradesh,110.84,1995,3,0.0,101.92,24.32,58.31,65.93,-1.05
Himachal Pradesh,103.74,1995,4,0.0,121.11,14.81,34.16,66.42,3.54
Himachal Pradesh,50.14,1995,5,0.0,77.52,9.27,26.75,61.26,9.01
Himachal Pradesh,82.74,1995,6,0.02,75.53,23.64,60.13,66.05,13.09
Himachal Pradesh,382.12,1995,7,0.87,149.41,44.6,114.91,85.02,14.96
Himachal Pradesh,375.64,1995,8,1.12,159.32,68.68,121.84,86.48,14.3
Himachal Pradesh,166.56,1995,9,0.85,153.61,85.62,130.36,76.63,10.68
Himachal Pradesh,33.29,1995,10,0.0,92.16,7.38,15.16,66.32,4.48
Himachal Pradesh,23.15,1995,11,0.0,95.83,11.86,19.42,58.27,-2.06
Himachal Pradesh,62.29,1995,12,0.0,124.72,13.44,28.83,66.09,-5.78
Himachal Pradesh,128.78,1996,1,0.15,134.89,37.19,79.64,66.08,-7.18
Himachal Pradesh,139.09,1996,2,0.35,104.04,40.78,78.7,64.71,-4.13
Himachal Pradesh,212.4,1996,3,0.23,188.93,35.02,104.14,69.43,0.72
Himachal Pradesh,111.24,1996,4,0.19,132.38,31.84,74.29,61.14,3.91
Himachal Pradesh,91.02,1996,5,0.0,143.47,11.57,31.67,65.59,7.83
Himachal Pradesh,142.19,1996,6,0.08,110.24,19.37,54.64,78.02,11.72
Himachal Pradesh,203.73,1996,7,0.22,83.42,40.64,87.38,82.47,14.48
Himachal Pradesh,307.61,1996,8,0.77,130.82,54.01,128.02,85.73,14.44
Himachal Pradesh,94.4,1996,9,0.02,79.45,17.48,47.76,77.59,11.69
Himachal Pradesh,27.22,1996,10,0.0,77.43,10.05,17.09,61.94,3.94
Himachal Pradesh,13.34,1996,11,0.0,46.96,5.34,10.63,59.05,-0.79
Himachal Pradesh,21.95,1996,12,0.0,42.9,10.48,15.37,52.67,-5.14
Himachal Pradesh,77.38,1997,1,0.11,80.34,33.04,58.25,59.18,-8.2
Himachal Pradesh,83.26,1997,2,0.0,60.74,21.51,33.35,61.29,-6.61
Himachal Pradesh,128.33,1997,3,0.0,117.4,26.56,50.1,66.59,-0.79
Himachal Pradesh,84.92,1997,4,0.0,122.09,22.96,46.38,65.41,2.67
Himachal Pradesh,93.12,1997,5,0.08,158.92,32.11,48.27,65.94,6.31
Himachal Pradesh,106.0,1997,6,0.0,78.84,12.5,35.63,76.93,10.92
Himachal Pradesh,300.06,1997,7,0.72,122.58,47.93,133.19,83.02,15.35
Himachal Pradesh,323.15,1997,8,1.39,148.7,75.14,122.98,83.07,13.59
Himachal Pradesh,85.51,1997,9,0.0,73.58,12.71,41.21,77.74,11.66
Himachal Pradesh,59.17,1997,10,0.0,164.31,8.06,21.69,74.24,3.2
Himachal Pradesh,112.96,1997,11,0.23,492.35,36.06,57.29,67.87,-2.92
Himachal Pradesh,85.93,1997,12,0.01,220.54,23.63,44.39,68.99,-6.88
Himachal Pradesh,66.27,1998,1,0.0,63.26,11.57,29.05,63.2,-6.63
Himachal Pradesh,175.34,1998,2,0.34,127.4,44.48,89.79,67.55,-4.23
Himachal Pradesh,137.88,1998,3,0.05,134.33,29.6,68.03,65.03,-1.54
Himachal Pradesh,67.16,1998,4,0.04,88.57,24.18,31.04,63.12,4.85
Himachal Pradesh,69.76,1998,5,0.0,120.81,21.42,42.76,62.53,9.25
Himachal Pradesh,187.2,1998,6,0.92,188.91,89.07,126.76,72.07,12.29
Himachal Pradesh,221.05,1998,7,0.47,83.66,40.18,87.29,83.01,15.23
Himachal Pradesh,190.36,1998,8,0.42,72.22,36.74,81.47,82.79,15.08
Himachal Pradesh,98.64,1998,9,0.0,97.72,16.67,45.15,81.01,12.05
Himachal Pradesh,162.39,1998,10,1.38,509.36,99.76,153.53,70.06,4.9
Himachal Pradesh,9.38,1998,11,0.0,38.57,4.69,8.13,60.46,-1.42
Himachal Pradesh,6.43,1998,12,0.0,12.31,2.53,5.3,58.76,-3.46
Himachal Pradesh,124.01,1999,1,0.0,126.92,19.46,50.24,67.37,-5.89
Himachal Pradesh,70.54,1999,2,0.03,49.46,27.88,42.98,61.83,-3.3
Himachal Pradesh,109.74,1999,3,0.01,97.28,25.21,61.87,62.81,0.52
Himachal Pradesh,48.81,1999,4,0.0,53.93,16.21,28.64,53.86,5.78
Himachal Pradesh,103.22,1999,5,0.05,177.05,27.26,47.62,65.35,9.48
Himachal Pradesh,92.58,1999,6,0.03,68.43,15.96,48.74,73.73,11.8
Himachal Pradesh,302.91,1999,7,1.02,136.61,60.96,141.73,83.61,14.47
Himachal Pradesh,179.15,1999,8,0.13,76.93,26.04,68.19,81.52,14.53
Himachal Pradesh,96.26,1999,9,0.0,81.9,11.74,28.85,80.92,12.22
Himachal Pradesh,16.33,1999,10,0.0,40.87,3.55,11.13,65.24,5.78
Himachal Pradesh,21.77,1999,11,0.0,67.53,7.25,16.33,57.7,0.1
Himachal Pradesh,3.48,1999,12,0.0,7.77,1.62,2.43,58.32,-3.31
Himachal Pradesh,107.88,2000,1,0.07,108.62,28.05,64.45,66.14,-5.44
Himachal Pradesh,98.19,2000,2,0.15,73.08,29.33,51.18,64.72,-7.49
Himachal Pradesh,109.67,2000,3,0.0,101.51,29.14,47.32,60.83,-2.19
Himachal Pradesh,31.39,2000,4,0.0,36.4,6.9,14.64,57.59,5.27
Himachal Pradesh,48.6,2000,5,0.0,82.22,8.42,17.27,64.73,10.98
Himachal Pradesh,195.03,2000,6,0.51,176.63,42.18,89.29,77.44,12.96
Himachal Pradesh,308.98,2000,7,0.55,137.32,41.28,106.67,85.6,14.76
Himachal Pradesh,136.63,2000,8,0.02,57.01,20.02,69.5,81.43,14.42
Himachal Pradesh,55.97,2000,9,0.0,47.66,8.89,34.49,75.24,11.09
Himachal Pradesh,6.32,2000,10,0.0,14.96,1.94,3.78,60.18,7.36
Himachal Pradesh,28.64,2000,11,0.0,99.38,5.13,11.85,62.78,0.91
Himachal Pradesh,26.04,2000,12,0.0,52.43,10.47,18.03,56.08,-5.02
Himachal Pradesh,32.84,2001,1,0.0,33.39,10.84,18.93,61.41,-7.33
Himachal Pradesh,48.28,2001,2,0.0,33.32,10.47,23.65,60.07,-4.09
Himachal Pradesh,88.96,2001,3,0.0,85.83,21.71,46.57,58.74,-1.42
Himachal Pradesh,79.05,2001,4,0.0,99.99,13.88,36.22,63.87,4.42
Himachal Pradesh,51.78,2001,5,0.0,83.74,8.89,28.17,64.38,9.66
Himachal Pradesh,164.12,2001,6,0.06,130.28,22.85,53.56,78.6,13.03
Himachal Pradesh,331.7,2001,7,1.26,136.98,58.82,118.09,84.85,15.47
Himachal Pradesh,182.65,2001,8,0.37,74.83,47.3,76.19,82.03,14.81
Himachal Pradesh,27.41,2001,9,0.0,23.27,4.24,14.71,70.04,10.88
Himachal Pradesh,16.18,2001,10,0.0,40.57,3.89,9.83,63.59,6.79
Himachal Pradesh,23.33,2001,11,0.0,81.19,12.89,20.71,56.14,-0.68
Himachal Pradesh,62.26,2001,12,0.0,130.84,21.35,43.51,62.23,-4.87
Himachal Pradesh,72.85,2002,1,0.0,75.13,21.18,50.49,60.47,-7.64
Himachal Pradesh,138.34,2002,2,0.0,102.28,29.15,91.7,63.3,-4.64
Himachal Pradesh,132.2,2002,3,0.58,130.23,50.32,88.7,60.61,-0.1
Himachal Pradesh,99.92,2002,4,0.0,124.22,24.72,60.25,61.12,5.31
Himachal Pradesh,33.91,2002,5,0.0,56.42,7.06,18.15,60.7,9.38
Himachal Pradesh,77.0,2002,6,0.02,57.63,12.13,35.3,72.82,12.5
Himachal Pradesh,105.68,2002,7,0.04,39.22,17.88,41.69,76.04,14.94
Himachal Pradesh,280.52,2002,8,0.85,127.65,56.71,121.25,84.44,14.69
Himachal Pradesh,149.06,2002,9,0.27,138.38,44.52,87.08,77.46,9.39
Himachal Pradesh,25.37,2002,10,0.0,66.9,4.45,12.0,68.16,5.54
Himachal Pradesh,10.29,2002,11,0.0,40.82,2.9,5.29,56.52,1.27
Himachal Pradesh,24.59,2002,12,0.0,50.56,6.22,11.96,60.54,-3.54
Himachal Pradesh,75.25,2003,1,0.01,80.57,26.48,67.36,62.36,-6.27
Himachal Pradesh,214.8,2003,2,1.39,154.55,63.83,160.03,63.65,-4.53
Himachal Pradesh,128.97,2003,3,0.33,121.62,42.74,100.3,63.4,-0.75
Himachal Pradesh,113.66,2003,4,0.01,140.71,25.79,53.77,61.18,4.61
Himachal Pradesh,81.26,2003,5,0.04,133.43,22.63,49.76,59.74,6.71
Himachal Pradesh,69.15,2003,6,0.04,49.96,12.42,29.28,70.14,12.26
Himachal Pradesh,277.63,2003,7,0.64,111.65,46.02,82.37,83.57,14.94
Himachal Pradesh,184.02,2003,8,0.08,76.42,22.33,72.97,83.11,14.81
Himachal Pradesh,103.93,2003,9,0.0,89.82,14.26,39.07,79.48,11.95
Himachal Pradesh,7.52,2003,10,0.0,18.58,1.86,4.12,60.28,5.88
Himachal Pradesh,28.55,2003,11,0.0,110.02,13.83,25.46,58.0,-1.04
Himachal Pradesh,56.29,2003,12,0.0,121.12,15.01,30.99,66.81,-5.73
Himachal Pradesh,140.07,2004,1,0.01,146.51,26.84,66.1,68.74,-5.86
Himachal Pradesh,53.3,2004,2,0.0,36.93,16.06,29.31,55.26,-4.43
Himachal Pradesh,23.46,2004,3,0.0,19.2,7.8,19.69,55.85,2.31
Himachal Pradesh,95.46,2004,4,0.01,121.56,25.15,60.38,61.25,6.11
Himachal Pradesh,24.03,2004,5,0.0,35.99,5.67,47.04,57.83,8.77
Himachal Pradesh,81.81,2004,6,0.0,65.11,10.94,30.66,73.59,11.56
Himachal Pradesh,187.05,2004,7,0.52,70.68,38.24,90.1,78.58,14.39
Himachal Pradesh,169.42,2004,8,0.13,70.69,25.91,58.94,81.55,14.01
Himachal Pradesh,65.68,2004,9,0.0,52.51,14.61,44.26,74.22,11.88
Himachal Pradesh,88.86,2004,10,0.07,264.26,30.69,49.88,69.47,2.02
Himachal Pradesh,14.53,2004,11,0.0,57.16,7.48,10.76,63.79,-1.64
Himachal Pradesh,64.56,2004,12,0.08,147.2,28.1,43.93,60.38,-3.61
Himachal Pradesh,104.21,2005,1,0.0,108.21,24.64,48.79,66.8,-7.32
Himachal Pradesh,227.15,2005,2,0.07,163.94,30.22,96.55,72.03,-3.99
Himachal Pradesh,110.02,2005,3,0.08,105.66,28.75,65.87,65.89,0.66
Himachal Pradesh,99.26,2005,4,0.04,117.3,24.0,60.44,58.58,3.7
Himachal Pradesh,78.56,2005,5,0.0,127.14,12.61,32.58,64.25,7.15
Himachal Pradesh,78.96,2005,6,0.02,57.96,17.89,46.0,68.03,11.61
Himachal Pradesh,256.47,2005,7,0.78,117.55,56.98,116.17,84.23,14.29
Himachal Pradesh,129.18,2005,8,0.24,49.94,33.58,59.53,79.38,14.17
Himachal Pradesh,151.32,2005,9,0.23,140.29,37.35,67.7,81.38,11.31
Himachal Pradesh,14.31,2005,10,0.0,36.11,2.5,7.29,65.93,5.86
Himachal Pradesh,9.91,2005,11,0.0,30.68,2.24,6.3,56.9,0.35
Himachal Pradesh,15.0,2005,12,0.0,28.45,4.34,8.95,54.56,-4.44
Himachal Pradesh,174.96,2006,1,0.7,176.0,45.06,112.69,65.91,-5.26
Himachal Pradesh,78.32,2006,2,0.03,54.3,23.54,37.25,62.67,-0.53
Himachal Pradesh,113.4,2006,3,0.08,106.17,27.85,47.33,61.91,-0.88
Himachal Pradesh,85.17,2006,4,0.12,104.75,35.17,53.1,59.91,3.97
Himachal Pradesh,56.02,2006,5,0.0,81.18,8.09,22.36,68.1,10.06
